5.304127510724820315e-316,4.152145009591379151e-315,-2.666676176675276906e-315,-9.955324444637595457e-317,-7.379952622029667804e-316,-3.310043954811058084e-315,-2.513014315249366403e-316,-9.356784863084308938e-316,3.652855543448119148e-315,1.267852204245846785e-315,2.993177813490864034e-315
-6.714636325462564059e-02,-1.242294413517472274e+00,-1.393823907411786633e+00,-7.425357088548231177e-01,1.449247504966195921e+00,-2.375743079717195005e+00,9.419729563590939492e-01,1.115097662956814339e+00,1.458321668717434738e+00,-2.109412681647252263e+00,-2.396566587847443586e+00
4.938394362045439023e-01,-3.492679045404224469e-01,6.405822819494870757e-01,-2.918239361481172467e-01,-3.138312071706362616e+00,5.171374092321255889e-01,-9.659835628539981123e-02,-5.070108152209641394e-01,-7.383914332506333889e-01,1.042889615509434535e-02,3.156655802390357368e-01
-4.351033279569675899e-315,5.588227707537812278e-316,3.534548051269942399e-316,-1.984247044869702185e-315,-3.878925877410884799e-315,2.075768096129317408e-316,-8.191805737866816696e-316,-2.264111750298621518e-315,-7.879711929780153457e-316,-3.099605136546866545e-315,1.761185748553742228e-315
-2.635285790628859662e-02,1.332871339650622433e+00,-7.665162683872985827e-01,1.374905403453044350e+00,-1.821671160067772632e+00,-6.175195613735031230e+00,6.691985498089371154e-01,-1.595827991486515706e-23,-4.363133792069767480e+00,1.797862670546355623e+00,1.785508778261199581e+00
-5.315437014369844171e+00,9.300839644689813390e-01,2.090439814412287767e+00,7.175626762358123800e-01,-8.571486507884938932e-01,-3.239960290385514696e+00,2.569283441657694844e-01,-1.936218229320415096e+00,1.817348668617527307e+00,1.291958752164534152e+00,8.981014538770720756e-01
2.271809651601995605e-01,-1.271588373692470242e+00,-4.357985102589555737e+00,-1.626560236152486461e+00,2.958964094198525352e+00,5.917515387833716112e-01,-1.439068222102904068e-02,-1.088551103505839279e-01,1.245146125714371443e+00,-5.929508639218510346e+00,-3.043656971032549841e+00
1.935881609999089414e-315,-1.257907191445303542e-315,-4.584586810854856405e-315,-3.110774231569576685e-315,4.091715553890461699e-315,1.797125674523614111e-315,-2.262683994454613025e-315,3.764871895190884510e-315,9.860759736551370443e-316,-4.487922916652581102e-315,-1.585115692921052199e-315
2.987289382975076291e-01,-4.138159745564139236e+00,-4.112275535633564516e+00,-2.612815184737582452e+00,-1.142761574695288473e+01,1.043046133996281322e+00,1.118257129731844574e-01,1.751051881737619276e+00,-9.533929175310289494e-01,-5.423473343512097075e-03,2.245366835549646556e+00
2.838676703759794306e-01,-6.106202866256072781e+00,-1.319686777261958770e-04,-5.668564490826532021e-01,4.381436799241513746e+00,-4.743148911030933279e-01,1.902353838552070409e+00,-1.139496529096764056e-03,-7.836240679699227329e-02,-5.792832023504003169e-01,7.352414170065065813e-01
6.545990463793639801e-316,1.121774359178041501e-315,-1.487876152953494344e-315,-1.155943791024728360e-315,4.109289725827170676e-317,2.661757767992896672e-315,-9.531488402309792497e-316,4.412041646809794915e-315,-3.457107688112513741e-315,-4.125994100135032597e-315,4.085104876498602485e-315
2.720992997858625414e-315,-7.114486012236449287e-317,-2.086937897665901101e-315,-1.215902392283846188e-315,3.523031158735842314e-315,1.952792884177460274e-316,-3.393179378083503582e-315,-6.711721919110340075e-316,9.740330395465968668e-316,-5.293170320457611486e-316,4.564186929269887586e-315
-7.539063035024522463e-01,1.253522917929399183e+00,-1.705644389445889197e-01,-7.839285046563513326e-01,1.483085726244419034e+00,1.065411008649045144e+00,-1.571300369145339326e+00,-9.626088298527338827e-01,-2.509393023629241437e+00,-2.061438033458039332e+00,-2.799228328500137586e+00
-2.495895089922105292e+00,7.937668125958510235e-01,2.288443313786868265e-03,-3.880101074146960483e-01,4.964866049757190591e-01,-1.881692256770521876e+00,-1.294233855030336056e+00,-1.312070425174733379e-01,9.993326186747329698e-02,9.932828868681800039e-01,-1.649185746705367217e-01
9.601081923902335946e-01,-3.504805085883471172e+00,-2.249588984123518376e+00,-1.610880831196908725e+00,4.074523685895012903e+00,2.409510814061514294e-01,-3.957175205167972609e-01,1.552673962276252817e-01,7.370676323722390455e-01,-2.310706283875654687e+00,-1.521201146654926672e+00
-1.410593915888748384e+00,2.028404697179471583e+00,-3.643860697596156689e-02,6.656354270549920571e+00,-8.094818565162189117e+00,-4.258902221752085548e-01,2.086426383180314537e-01,-1.931421368245223702e+00,1.585437614251686611e+00,4.561743623715246998e-01,3.771211667738382012e+00
-1.358595424312258659e+00,-7.751680790561434442e+00,-2.016245792983176077e+00,1.824259971226612986e+00,-2.908428094564786903e+00,1.286235454670521694e+00,1.120557366021522894e+00,2.957826398766720266e-01,-4.254066127320653701e-01,-7.877676708011140949e-01,3.437947675189306551e+00
8.876138893314886591e-01,1.140940417415118091e+00,2.949981284843998797e-01,-4.769960240987871636e-01,-1.051370935466531709e+00,1.423331823391285056e-01,-7.299183419126652195e-02,-6.158549545886934595e+00,-2.888267329580596510e+00,1.335489726835479285e+00,-1.157914819087376423e-01
5.031320814664161319e-316,1.708735314694780072e-315,6.435413977443862501e-316,-1.564819189631819203e-316,-1.080079230482084524e-316,3.922746150431924564e-316,-1.102040107534432303e-315,-2.949741370188765416e-317,4.571021571559663095e-315,-7.861753928124503333e-316,1.479254509807306255e-315
-2.347040743465192425e-01,3.995595713910615743e+00,1.025383586957363313e+00,2.227246781885455551e+00,-6.462040048066279851e+00,-2.105803688377605454e-01,-1.777088683998109264e+00,-9.235316031907592426e-23,-1.633544454674722646e+00,2.290083766317938530e+00,2.330995877808984318e+00
