-6.968244804362846595e-316,-6.314007555473167832e-01,3.759879346023036195e-01,-8.321367635382770993e-316,-7.588038615281607058e-01,-2.301439558149704079e-01,1.239951606850087096e+00,2.695688205464720744e-315,1.331197488246925298e+00,5.160989608146434593e-01,-2.609366878925571302e-315,-2.042656414364468533e-315,1.863835815056519074e+00,2.493765039346680645e-01,4.933043365590474294e-01,1.008217720301450626e+00,9.557444994604087363e-01,2.711847870823186346e-01,1.811657908982160825e-315,-7.295220287404520221e-01
-2.001184203147258668e-315,5.562254214806296865e-03,-6.078408855937929012e-01,-6.447506036499568674e-316,1.879642557997460717e+00,5.326680041134755905e-01,3.069798490434997307e-01,-2.933128867387747675e-315,9.908782460130352021e-01,-2.140659083819080599e-01,-2.002410078827719969e-315,-3.067004837428745652e-316,3.513820957895189695e-02,-2.829337271616557681e-01,1.550943258007707673e-02,4.981782015484602089e-01,8.523849011421176236e-01,6.904975230116312535e-01,-3.711743623028453997e-315,5.666702462493041631e-02
1.732773416645220495e-315,3.012156266535143345e+00,-7.322295573357450182e-01,-1.824637487801430379e-315,-1.305904069506422571e+00,6.700311669552249105e-01,1.332161400598201206e+00,8.190524922086537849e-317,4.819049945596187712e+00,2.674128737415981671e+00,2.024516146951411114e-315,1.074439436550211486e-315,-1.083087389522642274e+00,-1.192123248297819682e+00,9.988992692069245116e-01,-3.853344275661253260e+00,-1.950517043233725434e-01,6.471629292274290179e-01,1.241170470659608395e-316,-7.886896331055814890e-01
1.228174469098271077e-315,3.118183684653693276e-315,-1.053886537894069175e-316,3.515506810685785341e-316,-2.123436863854698813e-315,-3.466574944374184957e-316,-1.831034387928990544e-315,-1.204994657987786067e-315,1.737870518990388591e-315,-1.128948597489485991e-316,-9.360746232026099468e-316,-1.401046981277641143e-315,1.584150634495030492e-315,-4.935065512750996728e-316,-5.924655385033142344e-316,-4.584417440210805567e-315,-4.164360654227736053e-316,-3.710901819159100306e-316,-1.877004686421037661e-315,-1.876044825565610204e-316
1.721633866748131662e-315,1.374197888859040484e+00,4.811313233857105742e-01,-3.467099049211293351e-316,-5.404143391119294648e+00,-1.013384941358409091e-01,5.362013900414117629e-01,-1.086914282846346081e-317,2.475155690594358582e+00,1.231739591611205498e+00,-3.884938582210925893e-315,4.061498459465559393e-316,-2.545750500363787250e+00,-3.022186556710634298e-01,3.421816193449191523e+00,4.352443892899929279e-01,1.860174607727427265e+00,-1.582354263516529080e+00,6.030262410897354634e-316,-3.262481436586380124e+00
-1.083691008454190706e-315,-1.033675127409912298e+00,-8.526782209511787336e-01,-1.296154344693376545e-315,-8.563840122413315381e-01,-1.032350914900589944e-01,8.306112071567514632e-02,-1.777118654177592418e-316,1.394706896785439909e+00,-5.846156922952601143e+00,2.586060290570363429e-315,1.201474114177840931e-315,1.929322072580046843e+00,2.396810342912718106e+00,5.876371785319466357e-01,-1.261349934994181909e+00,2.033943876300557729e+00,1.221544628760020901e+00,-3.792401213214532934e-315,8.498342768799234115e-01
-8.276243285970846175e-316,-1.291828608271512246e+00,1.517253141598748689e+00,-1.966377836691922649e-315,6.378488184109406545e-01,9.903806902607810436e-02,-1.297604777082636829e-01,-3.063801118154852673e-316,-1.217417172250452539e+00,-7.024591359417943215e-01,-4.322821439500236543e-316,2.381732288662164139e-315,8.223307651394213824e-01,4.643738156725956551e-02,-6.716299468518890370e-01,2.168169396690092121e+00,1.037976288825066096e+00,-8.722777128297976024e-02,4.179371801338766063e-315,3.345194410949239305e-01
1.854065850888655261e-315,-1.433884428664757182e+00,4.773189162355550574e-01,-3.929926554682629152e-316,2.112139100605126441e+00,1.445426678488912042e+00,-2.443944059807685143e+00,1.811585632118830709e-315,-9.344068722371974278e-01,-2.892990609513482081e+00,3.520492259135649774e-315,5.774226081492872574e-316,1.213020862004913658e+00,-3.259763704150236974e-01,-2.415400471579947084e+00,-1.049452308846852144e+00,4.703774751393135500e-01,2.595305749835310483e+00,3.037270040006000654e-317,2.600092787979930264e+00
-4.020339574799629129e-315,7.116601489909258893e-01,1.985367322691272474e+00,2.026383868253041237e-315,2.599430126209485992e-01,9.900932565662046159e-01,-3.000189052500543685e+00,4.166027063541311702e-315,-2.937094596444691508e-01,-8.479808937225959298e+00,3.523084740155133797e-315,4.527632059553262938e-315,-1.591067272857501491e+00,1.477066035950419173e-02,-1.449347328105039745e+00,2.466138195908796238e+00,-8.462408667732059797e-01,9.997396791143920991e-01,-1.024719752922378483e-315,2.244350270688185933e+00
-9.985878600527403578e-316,-1.995956703746780692e+00,6.076863816758465431e-01,-2.001933621681496504e-315,-2.295352423167742462e-01,2.304841493784880457e-01,-7.623919759186431611e-01,-2.633327521264056735e-315,-2.097322458894143704e+00,-7.874868033483910512e-01,-4.155877384046978723e-315,3.063932282702510607e-315,3.498648213997218370e+00,2.844948617891081555e-01,-1.629945168212996176e+00,-8.740649890514919917e-01,-1.996887326418230468e-01,2.072010390659333456e+00,1.552368241290973949e-315,1.747152799977938153e+00
