Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601519579, 0, 4, 100.0, 0.0, 0.0, 100.0, 0.0, 48.6, 949028, 408892, 487676, 335516, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519580, 1, 4, 26.8, 3.9, 5.0, 1.0, 17.0, 48.6, 949028, 408836, 487724, 335568, 3.8, 102396, 3840, 98556, 0, 2, 0, 36, 0, 11
1601519581, 2, 4, 107.2, 2.0, 3.0, 2.0, 100.0, 48.6, 949028, 409104, 487464, 335300, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519582, 3, 4, 104.4, 0.0, 3.0, 0.0, 100.0, 49.0, 949028, 412124, 484444, 332280, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519583, 4, 4, 105.6, 1.0, 4.0, 0.0, 100.0, 49.3, 949028, 414948, 481620, 329456, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519584, 5, 4, 110.4, 2.0, 6.9, 1.0, 100.0, 49.2, 949028, 414288, 482280, 330116, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519585, 6, 4, 105.6, 1.0, 4.0, 0.0, 100.0, 49.2, 949028, 414700, 481868, 329704, 3.8, 102396, 3840, 98556, 0, 1, 0, 4, 0, 3
1601519586, 7, 4, 106.8, 2.0, 4.0, 1.0, 100.0, 49.1, 949028, 413120, 483448, 331284, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519587, 8, 4, 105.6, 2.0, 3.0, 0.0, 100.0, 49.1, 949028, 413440, 483128, 330964, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519588, 9, 4, 105.6, 1.0, 4.0, 0.0, 100.0, 49.1, 949028, 413472, 483096, 330932, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519589, 10, 4, 104.8, 1.0, 3.0, 0.0, 100.0, 49.2, 949028, 414632, 481936, 329772, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519590, 11, 4, 104.4, 0.0, 3.0, 0.0, 100.0, 49.1, 949028, 413388, 483180, 331016, 3.8, 102396, 3840, 98556, 0, 2, 0, 28, 0, 6
1601519591, 12, 4, 106.4, 1.0, 4.0, 1.0, 100.0, 49.1, 949028, 413420, 483140, 330976, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519592, 13, 4, 106.4, 2.0, 3.0, 1.0, 100.0, 49.3, 949028, 414952, 481616, 329444, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519593, 14, 4, 108.4, 3.0, 4.0, 1.0, 100.0, 49.1, 949028, 413672, 482896, 330724, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519594, 15, 4, 105.6, 1.0, 4.0, 0.0, 100.0, 49.4, 949028, 415952, 480616, 328444, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
