Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601518842, 0, 4, 80.0, 0.0, 0.0, 0.0, 100.0, 63.2, 949028, 538280, 349312, 105580, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518843, 1, 4, 104.8, 1.0, 3.0, 97.0, 3.0, 64.1, 949028, 547332, 340356, 96524, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518844, 2, 4, 108.4, 0.0, 5.9, 100.0, 2.9, 64.1, 949028, 547332, 340356, 96524, 0.0, 102396, 0, 102396, 0, 1, 0, 4, 0, 4
1601518845, 3, 4, 107.2, 0.0, 5.0, 100.0, 2.0, 64.1, 949028, 547332, 340356, 96524, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518846, 4, 4, 105.6, 1.0, 3.0, 100.0, 1.0, 64.1, 949028, 547332, 340356, 96524, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518847, 5, 4, 105.6, 0.0, 3.1, 100.0, 2.0, 64.1, 949028, 547364, 340324, 96492, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518848, 6, 4, 108.0, 2.0, 4.0, 100.0, 1.0, 64.1, 949028, 547332, 340356, 96524, 0.0, 102396, 0, 102396, 0, 2, 0, 40, 0, 9
1601518849, 7, 4, 108.0, 0.0, 4.0, 100.0, 3.9, 64.1, 949028, 547332, 340356, 96524, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518850, 8, 4, 107.6, 0.0, 5.0, 100.0, 3.0, 64.1, 949028, 547332, 340356, 96524, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518851, 9, 4, 106.8, 1.0, 5.0, 100.0, 1.0, 64.2, 949028, 547648, 340040, 96208, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518852, 10, 4, 105.6, 1.0, 3.0, 100.0, 1.0, 64.2, 949028, 547836, 339852, 96020, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518853, 11, 4, 106.4, 0.0, 3.1, 100.0, 3.0, 64.2, 949028, 547836, 339852, 96020, 0.0, 102396, 0, 102396, 0, 7, 0, 32, 0, 44
1601518854, 12, 4, 106.4, 1.0, 4.0, 100.0, 1.0, 64.2, 949028, 547836, 339852, 96020, 0.0, 102396, 0, 102396, 0, 1, 0, 4, 0, 3
1601518855, 13, 4, 108.0, 2.0, 3.1, 100.0, 3.0, 64.2, 949028, 547836, 339852, 96020, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518856, 14, 4, 105.6, 1.0, 3.0, 100.0, 1.0, 64.2, 949028, 548088, 339600, 95768, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518857, 15, 4, 116.4, 0.0, 10.1, 100.0, 5.9, 64.3, 949028, 548736, 339004, 94972, 0.0, 102396, 0, 102396, 11, 0, 172, 0, 23, 0
1601518858, 16, 4, 175.6, 20.8, 16.5, 100.0, 38.0, 64.6, 949028, 551584, 336076, 91912, 0.0, 102396, 0, 102396, 19, 0, 144, 0, 35, 0
1601518859, 17, 4, 109.2, 1.0, 5.1, 100.0, 3.0, 64.6, 949028, 551772, 335872, 91100, 0.0, 102396, 0, 102396, 5, 2, 592, 64, 32, 19
1601518860, 18, 4, 106.8, 1.0, 4.1, 100.0, 1.0, 64.6, 949028, 551708, 335936, 91164, 0.0, 102396, 0, 102396, 0, 6, 0, 24, 0, 199
1601518861, 19, 4, 109.6, 0.0, 4.0, 100.0, 4.9, 64.6, 949028, 552008, 335636, 90864, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518862, 20, 4, 107.2, 1.0, 5.0, 100.0, 1.0, 64.6, 949028, 551992, 335652, 90880, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518863, 21, 4, 108.8, 0.0, 6.0, 100.0, 3.0, 64.6, 949028, 551988, 335656, 90880, 0.0, 102396, 0, 102396, 1, 0, 4, 0, 3, 0
1601518864, 22, 4, 107.2, 2.0, 4.0, 100.0, 1.0, 64.7, 949028, 552264, 335380, 90604, 0.0, 102396, 0, 102396, 0, 1, 0, 4, 0, 5
1601518865, 23, 4, 105.6, 1.0, 3.0, 100.0, 1.0, 64.6, 949028, 551988, 335656, 90880, 0.0, 102396, 0, 102396, 0, 10, 0, 64, 0, 73
1601518866, 24, 4, 105.6, 0.0, 3.1, 100.0, 2.0, 64.7, 949028, 552240, 335404, 90628, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518867, 25, 4, 111.2, 1.0, 4.0, 100.0, 5.9, 65.4, 949028, 559108, 328536, 83760, 0.0, 102396, 0, 102396, 0, 0, 0, 0, 0, 0
1601518868, 26, 4, 112.0, 1.0, 9.1, 100.0, 1.0, 65.1, 949028, 556216, 331524, 95652, 0.3, 102396, 256, 102140, 1, 2, 4, 48, 4, 20
1601518869, 27, 4, 123.2, 9.4, 7.1, 100.0, 5.9, 66.8, 949028, 572884, 315512, 89280, 0.8, 102396, 768, 101628, 57, 3, 2332, 516, 137, 49
1601518870, 28, 4, 115.6, 8.9, 10.3, 93.0, 2.0, 68.2, 949028, 589780, 301556, 103644, 3.0, 102396, 3072, 99324, 4, 17, 24, 2408, 11, 948
1601518871, 29, 4, 107.6, 1.0, 4.1, 100.0, 1.0, 69.0, 949028, 597352, 293820, 95572, 3.0, 102396, 3072, 99324, 2, 0, 68, 0, 10, 0
1601518872, 30, 4, 114.0, 2.0, 8.2, 100.0, 3.9, 68.2, 949028, 589028, 302180, 120864, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518873, 31, 4, 112.0, 1.0, 6.0, 100.0, 4.0, 68.1, 949028, 588236, 302988, 121848, 3.0, 102396, 3072, 99324, 2, 0, 8, 0, 5, 0
1601518874, 32, 4, 110.8, 1.0, 7.0, 100.0, 3.0, 68.3, 949028, 590620, 300604, 119628, 3.0, 102396, 3072, 99324, 0, 3, 0, 48, 0, 12
1601518875, 33, 4, 108.0, 2.0, 3.1, 100.0, 2.0, 68.3, 949028, 590460, 300752, 119764, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518876, 34, 4, 110.4, 1.0, 7.1, 100.0, 2.0, 68.2, 949028, 589368, 301844, 121596, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518877, 35, 4, 110.0, 0.0, 7.2, 100.0, 3.0, 68.4, 949028, 591416, 299992, 126272, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518878, 36, 4, 110.8, 1.0, 7.1, 100.0, 2.0, 68.4, 949028, 591548, 299908, 126612, 3.0, 102396, 3072, 99324, 0, 7, 0, 28, 0, 42
1601518879, 37, 4, 116.4, 6.1, 14.4, 74.7, 20.4, 68.2, 949028, 591044, 301444, 127052, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518880, 38, 4, 108.4, 2.0, 6.1, 99.0, 2.0, 68.3, 949028, 591540, 300952, 126548, 3.0, 102396, 3072, 99324, 0, 2, 0, 24, 0, 8
1601518881, 39, 4, 105.6, 0.0, 3.1, 100.0, 2.0, 68.3, 949028, 591540, 300952, 126548, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518882, 40, 4, 110.0, 4.9, 4.0, 100.0, 1.0, 68.3, 949028, 591792, 300708, 126296, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518883, 41, 4, 108.0, 1.0, 3.1, 100.0, 3.1, 68.3, 949028, 591792, 300708, 126296, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518884, 42, 4, 109.6, 2.0, 4.0, 100.0, 3.9, 68.0, 949028, 588768, 303732, 129320, 3.0, 102396, 3072, 99324, 0, 1, 0, 4, 0, 3
1601518885, 43, 4, 106.4, 1.0, 4.0, 100.0, 1.0, 67.9, 949028, 588312, 304184, 129768, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518886, 44, 4, 108.4, 0.0, 6.0, 100.0, 2.0, 68.1, 949028, 590292, 302444, 129792, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518887, 45, 4, 108.4, 2.0, 4.1, 100.0, 2.0, 70.5, 949028, 612444, 280048, 107160, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518888, 46, 4, 112.0, 1.0, 8.2, 100.0, 2.0, 68.0, 949028, 588736, 303880, 149920, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518889, 47, 4, 108.0, 1.0, 4.0, 100.0, 3.0, 68.3, 949028, 591784, 300832, 146872, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518890, 48, 4, 108.4, 0.0, 5.9, 100.0, 2.0, 68.3, 949028, 591508, 301108, 147148, 3.0, 102396, 3072, 99324, 0, 0, 0, 0, 0, 0
1601518891, 49, 4, 107.6, 1.0, 3.0, 100.0, 3.0, 68.3, 949028, 591752, 300856, 146896, 3.0, 102396, 3072, 99324, 0, 2, 0, 28, 0, 6
1601518892, 50, 4, 106.4, 1.0, 5.0, 99.0, 1.0, 73.6, 949028, 642332, 250232, 95992, 3.0, 102396, 3072, 99324, 4, 3, 324, 16, 26, 32
1601518893, 51, 4, 113.2, 1.0, 8.2, 100.0, 3.0, 75.2, 949028, 658040, 235376, 107092, 3.5, 102396, 3584, 98812, 0, 5, 0, 444, 0, 74
1601518894, 52, 4, 107.2, 1.0, 4.1, 100.0, 1.0, 75.4, 949028, 659548, 233784, 105232, 3.5, 102396, 3584, 98812, 0, 1, 0, 4, 0, 7
