Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601520643, 0, 4, 200.0, 100.0, 0.0, 50.0, 100.0, 69.3, 949028, 594356, 291416, 63972, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
1601520644, 1, 4, 36.0, 4.1, 1.0, 18.8, 10.0, 70.4, 949028, 604428, 281340, 53892, 4.0, 102396, 4096, 98300, 0, 1, 0, 4, 0, 8
1601520645, 2, 4, 108.8, 1.0, 11.9, 4.0, 92.9, 70.4, 949028, 604656, 281112, 53664, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
1601520646, 3, 4, 107.2, 80.2, 1.0, 21.0, 4.0, 70.4, 949028, 604924, 280844, 53396, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
1601520647, 4, 4, 110.4, 100.0, 0.0, 2.0, 8.1, 70.4, 949028, 605216, 280552, 53104, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
1601520648, 5, 4, 109.6, 100.0, 1.0, 4.0, 4.0, 70.4, 949028, 605176, 280592, 53144, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
1601520649, 6, 4, 107.2, 71.7, 4.0, 5.1, 26.7, 70.4, 949028, 605176, 280592, 53144, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
1601520650, 7, 4, 110.4, 1.0, 4.0, 100.0, 5.1, 70.4, 949028, 604968, 280800, 53344, 4.0, 102396, 4096, 98300, 0, 2, 0, 40, 0, 6
1601520651, 8, 4, 107.6, 1.0, 5.0, 100.0, 1.0, 70.4, 949028, 604968, 280800, 53344, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
1601520652, 9, 4, 110.0, 0.0, 4.0, 83.0, 22.2, 70.4, 949028, 605168, 280600, 53144, 4.0, 102396, 4096, 98300, 0, 0, 0, 0, 0, 0
