Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601519991, 0, 4, 133.2, 0.0, 100.0, 0.0, 0.0, 61.5, 949028, 520840, 365420, 89748, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519992, 1, 4, 36.4, 9.9, 2.0, 18.8, 5.9, 62.0, 949028, 525400, 360860, 85188, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519993, 2, 4, 105.6, 4.0, 1.0, 100.0, 0.0, 62.0, 949028, 525384, 360876, 85204, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519994, 3, 4, 109.6, 6.9, 0.0, 100.0, 3.0, 62.0, 949028, 525400, 360860, 85188, 3.8, 102396, 3840, 98556, 0, 1, 0, 4, 0, 5
1601519995, 4, 4, 109.2, 6.9, 0.0, 100.0, 2.0, 62.0, 949028, 525400, 360860, 85188, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519996, 5, 4, 110.4, 7.9, 0.0, 100.0, 2.0, 62.0, 949028, 525384, 360876, 85204, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519997, 6, 4, 107.2, 5.0, 1.0, 100.0, 1.0, 62.7, 949028, 531996, 354264, 78592, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601519998, 7, 4, 110.8, 6.1, 3.0, 100.0, 1.0, 62.8, 949028, 532864, 353424, 82576, 3.8, 102396, 3840, 98556, 0, 2, 0, 44, 0, 9
1601519999, 8, 4, 107.6, 6.0, 0.0, 100.0, 1.0, 62.8, 949028, 532772, 353512, 82652, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520000, 9, 4, 108.4, 6.9, 0.0, 100.0, 1.0, 62.8, 949028, 533356, 352928, 82068, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520001, 10, 4, 109.2, 5.0, 0.0, 100.0, 4.0, 64.1, 949028, 545888, 340396, 69536, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520002, 11, 4, 106.8, 4.0, 0.0, 100.0, 2.0, 64.1, 949028, 545876, 340408, 69548, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520003, 12, 4, 106.0, 4.1, 0.0, 100.0, 1.0, 64.1, 949028, 545624, 340660, 69800, 3.8, 102396, 3840, 98556, 0, 9, 0, 48, 0, 70
1601520004, 13, 4, 106.8, 5.1, 0.0, 100.0, 1.0, 64.1, 949028, 545624, 340652, 69792, 3.8, 102396, 3840, 98556, 0, 3, 0, 36, 0, 14
1601520005, 14, 4, 105.6, 4.0, 0.0, 100.0, 1.0, 64.5, 949028, 549196, 337088, 66220, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520006, 15, 4, 108.0, 5.0, 2.0, 100.0, 1.0, 64.5, 949028, 549196, 337088, 66220, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520007, 16, 4, 108.0, 6.0, 0.0, 100.0, 1.0, 64.5, 949028, 549152, 337132, 66264, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520008, 17, 4, 106.0, 5.0, 0.0, 100.0, 0.0, 63.6, 949028, 540576, 345708, 74840, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520009, 18, 4, 105.2, 3.1, 1.0, 100.0, 0.0, 63.5, 949028, 540316, 345968, 75100, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520010, 19, 4, 109.2, 5.1, 1.0, 100.0, 3.0, 63.6, 949028, 540568, 345716, 74848, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520011, 20, 4, 107.2, 5.0, 0.0, 100.0, 2.0, 63.9, 949028, 543896, 342388, 71520, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520012, 21, 4, 110.0, 6.9, 2.0, 100.0, 1.0, 63.9, 949028, 544096, 342188, 71320, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520013, 22, 4, 130.4, 7.9, 6.1, 100.0, 15.8, 63.3, 949028, 538436, 348080, 84820, 3.8, 102396, 3840, 98556, 21, 0, 464, 0, 46, 0
1601520014, 23, 4, 110.4, 7.1, 1.0, 100.0, 2.0, 63.4, 949028, 538884, 347304, 83716, 3.8, 102396, 3840, 98556, 0, 1, 0, 4, 0, 8
1601520015, 24, 4, 109.6, 5.0, 1.0, 100.0, 3.1, 63.4, 949028, 539136, 347052, 83464, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520016, 25, 4, 110.8, 5.1, 0.0, 100.0, 5.0, 63.7, 949028, 541448, 344736, 81144, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520017, 26, 4, 106.8, 4.0, 1.0, 100.0, 1.0, 63.8, 949028, 542692, 343492, 79900, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520018, 27, 4, 110.0, 5.1, 0.0, 100.0, 4.0, 63.3, 949028, 537928, 348252, 84656, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520019, 28, 4, 113.2, 9.8, 0.0, 100.0, 3.1, 63.3, 949028, 537876, 348304, 84708, 3.8, 102396, 3840, 98556, 0, 2, 0, 28, 0, 13
1601520020, 29, 4, 112.0, 5.1, 1.0, 100.0, 5.0, 63.3, 949028, 537616, 348564, 84960, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520021, 30, 4, 108.4, 4.1, 0.0, 100.0, 3.1, 63.6, 949028, 540732, 345448, 81844, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520022, 31, 4, 116.4, 5.1, 1.0, 100.0, 10.0, 63.0, 949028, 535364, 350816, 87212, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520023, 32, 4, 107.2, 4.1, 0.0, 100.0, 2.0, 63.3, 949028, 537616, 348564, 84960, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520024, 33, 4, 112.0, 6.9, 0.0, 100.0, 5.0, 63.3, 949028, 537632, 348548, 84944, 3.8, 102396, 3840, 98556, 0, 1, 0, 4, 0, 3
1601520025, 34, 4, 106.8, 5.9, 0.0, 100.0, 0.0, 63.2, 949028, 537364, 348816, 85212, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520026, 35, 4, 112.0, 6.1, 0.0, 100.0, 5.1, 63.6, 949028, 540944, 345236, 81632, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520027, 36, 4, 110.4, 3.1, 0.0, 100.0, 6.9, 63.6, 949028, 541144, 345036, 81432, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520028, 37, 4, 107.6, 5.1, 0.0, 100.0, 2.0, 63.6, 949028, 540900, 345280, 81676, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520029, 38, 4, 113.2, 6.0, 0.0, 100.0, 6.9, 63.6, 949028, 541144, 345036, 81432, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
1601520030, 39, 4, 110.4, 6.0, 0.0, 100.0, 4.0, 63.6, 949028, 540900, 345280, 81668, 3.8, 102396, 3840, 98556, 0, 2, 0, 28, 0, 6
1601520031, 40, 4, 105.6, 5.1, 0.0, 100.0, 0.0, 63.6, 949028, 540884, 345296, 81684, 3.8, 102396, 3840, 98556, 0, 0, 0, 0, 0, 0
