Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601519081, 0, 4, 100.0, 0.0, 100.0, 0.0, 0.0, 63.2, 949028, 542752, 349228, 160000, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519082, 1, 4, 29.6, 6.1, 2.0, 3.0, 18.8, 64.1, 949028, 551608, 340380, 151144, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519083, 2, 4, 108.8, 6.9, 0.0, 2.0, 100.0, 64.1, 949028, 551580, 340408, 151172, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519084, 3, 4, 106.4, 5.0, 0.0, 1.0, 100.0, 64.1, 949028, 551556, 340432, 151196, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519085, 4, 4, 106.8, 5.0, 1.0, 1.0, 100.0, 64.1, 949028, 551580, 340408, 151172, 2.8, 102396, 2816, 99580, 0, 1, 0, 4, 0, 3
1601519086, 5, 4, 105.6, 4.0, 0.0, 1.0, 100.0, 64.1, 949028, 551356, 340632, 151396, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519087, 6, 4, 106.4, 5.0, 1.0, 0.0, 100.0, 64.1, 949028, 551336, 340652, 151416, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519088, 7, 4, 105.6, 4.0, 0.0, 1.0, 100.0, 64.1, 949028, 551296, 340684, 151448, 2.8, 102396, 2816, 99580, 0, 2, 0, 44, 0, 9
1601519089, 8, 4, 105.6, 5.0, 0.0, 0.0, 100.0, 64.1, 949028, 551672, 340316, 151072, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519090, 9, 4, 107.2, 5.0, 1.0, 1.0, 100.0, 64.1, 949028, 551572, 340416, 151172, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519091, 10, 4, 108.4, 4.0, 3.0, 1.0, 100.0, 64.1, 949028, 551572, 340416, 151172, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519092, 11, 4, 106.4, 4.0, 0.0, 2.0, 100.0, 64.1, 949028, 551548, 340440, 151196, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519093, 12, 4, 104.8, 4.0, 0.0, 0.0, 100.0, 64.1, 949028, 551372, 340616, 151372, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519094, 13, 4, 107.2, 5.0, 1.0, 1.0, 100.0, 64.1, 949028, 551296, 340692, 151448, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519095, 14, 4, 108.4, 6.9, 0.0, 2.0, 100.0, 64.1, 949028, 551296, 340692, 151448, 2.8, 102396, 2816, 99580, 0, 1, 0, 4, 0, 4
1601519096, 15, 4, 105.6, 5.0, 0.0, 0.0, 100.0, 64.1, 949028, 551120, 340868, 151624, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519097, 16, 4, 105.6, 4.0, 1.0, 0.0, 100.0, 64.1, 949028, 551068, 340920, 151676, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519098, 17, 4, 105.6, 3.1, 1.0, 1.0, 100.0, 64.1, 949028, 551044, 340944, 151700, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519099, 18, 4, 106.4, 4.0, 0.0, 2.0, 100.0, 64.1, 949028, 551068, 340920, 151676, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519100, 19, 4, 104.8, 4.0, 0.0, 0.0, 100.0, 64.1, 949028, 550844, 341144, 151900, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519101, 20, 4, 108.0, 5.9, 1.0, 1.0, 100.0, 64.1, 949028, 551100, 340880, 151636, 2.8, 102396, 2816, 99580, 0, 2, 0, 24, 0, 4
1601519102, 21, 4, 106.4, 5.0, 0.0, 1.0, 100.0, 64.6, 949028, 555896, 336092, 146840, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519103, 22, 4, 105.6, 4.0, 0.0, 1.0, 100.0, 64.3, 949028, 553632, 338356, 149104, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519104, 23, 4, 105.6, 4.0, 0.0, 1.0, 100.0, 65.7, 949028, 566476, 325512, 136260, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519105, 24, 4, 106.4, 5.0, 0.0, 1.0, 100.0, 67.3, 949028, 581300, 310688, 121436, 2.8, 102396, 2816, 99580, 0, 1, 0, 4, 0, 4
1601519106, 25, 4, 107.6, 5.9, 0.0, 2.0, 100.0, 67.0, 949028, 578756, 313232, 123980, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519107, 26, 4, 104.8, 4.0, 0.0, 0.0, 100.0, 67.0, 949028, 578504, 313484, 124232, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519108, 27, 4, 110.4, 5.9, 0.0, 4.0, 100.0, 67.2, 949028, 580920, 311068, 121816, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519109, 28, 4, 105.2, 3.1, 1.0, 0.0, 100.0, 66.9, 949028, 578276, 313712, 124460, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519110, 29, 4, 106.8, 5.0, 1.0, 1.0, 100.0, 67.2, 949028, 581024, 310964, 121712, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
1601519111, 30, 4, 105.2, 4.1, 0.0, 0.0, 100.0, 67.3, 949028, 581568, 310460, 121376, 2.8, 102396, 2816, 99580, 0, 9, 0, 60, 0, 65
1601519112, 31, 4, 107.2, 5.0, 1.0, 1.0, 100.0, 67.7, 949028, 585576, 306436, 117336, 2.8, 102396, 2816, 99580, 0, 0, 0, 0, 0, 0
