Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601506768, 0, 4, 100.0, 0.0, 0.0, 0.0, 100.0, 55.5, 949028, 463288, 422228, 80192, 10.3, 102396, 10496, 91900, 0, 0, 0, 0, 0, 0
1601506769, 1, 4, 38.8, 6.0, 12.7, 19.0, 1.0, 55.6, 949028, 463856, 421760, 87988, 11.3, 102396, 11520, 90876, 0, 4, 0, 1012, 0, 2162
1601506770, 2, 4, 108.4, 4.0, 3.1, 100.0, 1.0, 54.7, 949028, 455784, 429832, 96052, 11.3, 102396, 11520, 90876, 0, 2, 0, 40, 0, 276
1601506771, 3, 4, 108.0, 2.0, 4.0, 100.0, 1.0, 54.7, 949028, 455784, 429828, 96044, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506772, 4, 4, 107.2, 2.0, 4.0, 100.0, 0.0, 54.7, 949028, 455532, 430080, 96296, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506773, 5, 4, 106.0, 1.0, 4.0, 100.0, 0.0, 54.7, 949028, 455532, 430080, 96296, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506774, 6, 4, 110.0, 5.0, 4.0, 100.0, 0.0, 54.7, 949028, 455532, 430080, 96296, 11.3, 102396, 11520, 90876, 0, 1, 0, 4, 0, 134
1601506775, 7, 4, 113.6, 3.0, 6.0, 100.0, 5.0, 54.7, 949028, 455532, 430080, 96296, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506776, 8, 4, 110.0, 5.0, 4.0, 100.0, 1.0, 54.7, 949028, 455532, 430080, 96296, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506777, 9, 4, 112.4, 6.9, 5.0, 100.0, 1.0, 55.1, 949028, 459060, 426552, 92768, 11.3, 102396, 11520, 90876, 0, 1, 0, 8, 0, 138
1601506778, 10, 4, 110.4, 3.1, 4.0, 100.0, 2.0, 55.7, 949028, 465108, 420504, 86720, 11.3, 102396, 11520, 90876, 0, 1, 0, 40, 0, 138
1601506779, 11, 4, 107.6, 3.1, 3.1, 100.0, 0.0, 55.8, 949028, 466116, 419496, 85704, 11.3, 102396, 11520, 90876, 0, 7, 0, 156, 0, 1810
1601506780, 12, 4, 109.2, 2.0, 5.9, 100.0, 0.0, 55.8, 949028, 466116, 419496, 85704, 11.3, 102396, 11520, 90876, 0, 8, 0, 88, 0, 2902
1601506781, 13, 4, 109.6, 3.1, 4.1, 100.0, 2.0, 55.6, 949028, 464100, 421508, 87712, 11.3, 102396, 11520, 90876, 0, 22, 0, 272, 0, 6691
1601506782, 14, 4, 113.6, 6.9, 5.9, 100.0, 1.0, 55.4, 949028, 462336, 423272, 89476, 11.3, 102396, 11520, 90876, 0, 21, 0, 528, 0, 410
1601506783, 15, 4, 108.8, 3.0, 4.1, 100.0, 1.0, 55.4, 949028, 462084, 423524, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506784, 16, 4, 108.8, 2.0, 4.9, 100.0, 1.0, 55.4, 949028, 462140, 423444, 89468, 11.3, 102396, 11520, 90876, 15, 4, 196, 60, 80, 18
1601506785, 17, 4, 110.0, 3.0, 6.9, 100.0, 0.0, 55.4, 949028, 462132, 423476, 89476, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506786, 18, 4, 108.0, 1.0, 5.0, 100.0, 1.0, 55.4, 949028, 462132, 423476, 89476, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506787, 19, 4, 115.2, 3.0, 8.2, 76.8, 27.0, 55.4, 949028, 462132, 423476, 89476, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506788, 20, 4, 107.2, 3.0, 3.1, 0.0, 100.0, 55.4, 949028, 462132, 423476, 89476, 11.3, 102396, 11520, 90876, 0, 2, 0, 20, 0, 15
1601506789, 21, 4, 107.2, 2.0, 4.1, 0.0, 100.0, 55.4, 949028, 462132, 423476, 89476, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506790, 22, 4, 108.4, 3.0, 4.0, 1.0, 100.0, 55.4, 949028, 462132, 423476, 89476, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506791, 23, 4, 108.0, 33.3, 5.1, 1.0, 68.7, 55.3, 949028, 461620, 423980, 89980, 11.3, 102396, 11520, 90876, 0, 2, 0, 36, 0, 10
1601506792, 24, 4, 107.2, 2.0, 4.1, 0.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506793, 25, 4, 105.6, 1.0, 3.1, 0.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506794, 26, 4, 108.0, 1.0, 6.0, 0.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 1, 0, 4, 0, 3
1601506795, 27, 4, 108.4, 2.0, 6.0, 0.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506796, 28, 4, 112.4, 4.0, 6.0, 2.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506797, 29, 4, 107.2, 1.0, 4.1, 1.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506798, 30, 4, 108.4, 3.0, 4.1, 1.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506799, 31, 4, 108.4, 3.0, 5.1, 0.0, 100.0, 55.4, 949028, 461872, 423736, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506800, 32, 4, 110.4, 23.5, 84.2, 1.0, 1.0, 55.3, 949028, 461864, 423744, 89728, 11.3, 102396, 11520, 90876, 0, 2, 0, 28, 0, 9
1601506801, 33, 4, 110.4, 7.0, 100.0, 2.0, 1.0, 55.3, 949028, 461864, 423744, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506802, 34, 4, 109.2, 7.0, 100.0, 1.0, 1.0, 55.3, 949028, 461864, 423744, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506803, 35, 4, 109.2, 7.0, 19.2, 82.2, 0.0, 55.3, 949028, 461612, 423996, 89980, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506804, 36, 4, 106.4, 4.1, 0.0, 100.0, 1.0, 55.3, 949028, 461596, 424012, 89996, 11.3, 102396, 11520, 90876, 0, 1, 0, 4, 0, 3
1601506805, 37, 4, 108.4, 5.1, 2.0, 100.0, 1.0, 55.3, 949028, 461612, 423996, 89980, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506806, 38, 4, 110.8, 4.1, 2.0, 80.0, 24.0, 55.3, 949028, 461612, 423996, 89980, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506807, 39, 4, 109.6, 9.7, 0.0, 0.0, 100.0, 55.3, 949028, 461612, 423996, 89980, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506808, 40, 4, 106.4, 5.2, 0.0, 100.0, 0.0, 55.3, 949028, 461864, 423744, 89728, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506809, 41, 4, 108.0, 7.1, 0.0, 100.0, 0.0, 55.4, 949028, 462108, 423500, 89484, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506810, 42, 4, 108.4, 7.9, 0.0, 100.0, 0.0, 55.4, 949028, 462084, 423516, 89500, 11.3, 102396, 11520, 90876, 0, 2, 0, 28, 0, 9
1601506811, 43, 4, 107.6, 12.1, 16.8, 60.6, 18.2, 55.4, 949028, 462100, 423508, 89484, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506812, 44, 4, 111.6, 7.1, 3.0, 2.0, 100.0, 55.4, 949028, 462100, 423508, 89484, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
1601506813, 45, 4, 108.4, 6.1, 1.0, 1.0, 100.0, 55.4, 949028, 462100, 423508, 89484, 11.3, 102396, 11520, 90876, 0, 0, 0, 0, 0, 0
