Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601506538, 0, 4, 133.2, 0.0, 0.0, 0.0, 100.0, 51.4, 949028, 422320, 461464, 84128, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506539, 1, 4, 31.6, 2.0, 4.1, 23.3, 2.0, 51.4, 949028, 422816, 460968, 83632, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506540, 2, 4, 108.4, 2.0, 5.1, 100.0, 1.0, 51.4, 949028, 422932, 460852, 83516, 8.5, 102396, 8704, 93692, 0, 2, 0, 44, 0, 9
1601506541, 3, 4, 109.2, 2.0, 6.0, 100.0, 1.0, 51.4, 949028, 422792, 460992, 83648, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506542, 4, 4, 111.2, 3.0, 7.9, 100.0, 0.0, 51.4, 949028, 422608, 461176, 83832, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
