Timestamp,  Uptime, NCPU, %CPU, %CPU0, %CPU1, %CPU2, %CPU3, %MEM, mem.total.KB, mem.used.KB, mem.avail.KB, mem.free.KB, %SWAP, swap.total.KB, swap.used.KB, swap.free.KB, io.read, io.write, io.read.KB, io.write.KB, io.read.ms, io.write.ms
1601506639, 0, 4, 200.0, 50.0, 100.0, 0.0, 0.0, 51.1, 949028, 419880, 463904, 86160, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506640, 1, 4, 27.2, 6.0, 18.2, 0.0, 3.0, 51.3, 949028, 421156, 462628, 84884, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506641, 2, 4, 108.0, 1.0, 1.0, 100.0, 6.0, 51.2, 949028, 421124, 462660, 84916, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506642, 3, 4, 111.2, 13.0, 56.0, 37.3, 4.1, 51.3, 949028, 421140, 462644, 84900, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506643, 4, 4, 108.4, 2.0, 1.0, 100.0, 6.0, 51.3, 949028, 421384, 462400, 84656, 8.5, 102396, 8704, 93692, 0, 0, 0, 0, 0, 0
1601506644, 5, 4, 108.0, 1.0, 1.0, 100.0, 5.0, 51.3, 949028, 421384, 462400, 84656, 8.5, 102396, 8704, 93692, 0, 1, 0, 4, 0, 3
