-2.021726613182858456e-01,-1.287703462547089117e+00,-7.167933746210924939e-01,-1.754092526587069711e+00,3.640269008130687101e-01,-5.093801012525782657e-01,-2.608452939901030998e+00,2.026556995682680995e+00,-1.377931098767725127e-01,-3.875830920405572977e-01,-8.870366986686195609e-01,3.601407163847578641e-01,1.300558500919532845e+00,1.076576312593759299e+00,2.550870827696872567e+00
1.547739655733362030e+00,-2.079421505024508843e+00,-2.955533346144114670e+00,-1.826423680618183498e+00,2.233190364946112894e+00,-2.440463558100990138e+00,-1.147169968847533195e+00,-1.850666472610939195e+00,1.535897102984295604e+00,6.576649808302929001e-01,-1.223144686801118208e+00,-2.723699936063313398e+00,9.019567894839151112e-01,-2.021029807792449784e+00,4.109135069062527235e-01
-1.220442844361318446e+00,-1.137506383259377918e-01,-2.160839614500755512e-01,6.150919467564821413e-02,-2.944354213199682491e+00,1.635858304012763664e+00,7.022104273881683012e-01,3.016324625841866891e-01,-1.709367471544253336e-01,-1.454159363259630133e+00,-2.548144018069176120e-01,1.151717937129226099e+00,3.409281805819381339e-01,-6.884673247827357567e-01,-3.378239104336684839e+00
6.253313943431674238e-01,-1.213189091612401072e-01,1.191199536985368401e-01,-4.728216829242846586e+00,-3.994275379925369407e-01,1.383988157690814846e+00,1.207259008470073169e+00,2.876470705022802221e-01,6.145977379110593164e-01,8.930378945927391898e-01,1.910938042366372214e+00,-4.529690994142122062e-01,-2.176851212496127008e+00,-4.367630546579063910e+00,-5.089281910032386058e-01
1.205316495075784866e+00,-1.313840817162964081e+00,7.609918891902728300e-01,-2.877266153452378017e+00,-3.073842995938761424e-01,3.386569774688402479e+00,-1.298199423331336977e+00,1.071930671816226477e+00,2.743664157285335303e+00,1.381105881411041902e-01,2.705683735096774623e+00,7.396067589288528588e-01,9.511442133388865175e-316,-3.024388655265064507e+00,-2.157931461469255296e+00
8.115838663853230939e-01,-1.826950616522733106e-01,-2.391987519703406007e-01,-9.271665687113739285e-02,1.028853221129459872e+00,1.205005438593234335e-01,-5.640315733020672129e-01,1.004457034685120931e+00,-1.698981172059695899e-01,5.924517567562189724e-01,-1.105815654610917464e+00,1.321261209828525462e+00,8.422443170404870783e-01,1.865801496049317165e-01,1.443233555025599468e+00
8.485779440099180393e-01,6.297287989361180505e-02,1.176973897592612284e+00,6.970151673365836409e-01,-9.129292173093354057e-01,1.332943322367551864e-01,3.714297396170304078e-01,-3.155677405054704843e-02,-7.589110675015083851e-01,1.449104588620359957e+00,-1.863885702993536508e+00,2.686625826752868651e+00,-1.539053687174182450e+00,4.958592853610337414e-01,1.377256572590505324e-01
6.735773944026760551e-01,6.611308780488792669e-01,-4.790747250973087512e-01,-2.718499597261195277e-01,6.101996295714880864e-02,6.653627193264105566e-02,7.265477368520392165e-01,-7.814856204210539614e-01,4.445321052228166925e-02,1.170401756139095140e+00,1.346941973382169033e+00,-2.561841909796787609e-01,-2.262850501962597516e+00,1.676672679812774014e-01,1.676900842583056939e+00
-4.168061714802702207e-315,-2.409560491698264225e-315,-1.521177170555142502e-315,-1.252896441893715579e-315,-2.402028465868070880e-315,-8.110117171016247913e-316,1.698873467964401286e-315,1.211459887394166076e-315,8.794922343563176524e-317,3.035517687973330921e-316,1.041072144982830183e-315,1.261843659478543674e-319,2.222813287147084644e-315,5.309862723554874674e-316,-3.093945767734105277e-315
4.324329574884166948e-315,-3.275684599189453392e-315,2.955586181601036738e-315,-4.197469233260329046e-315,3.070640483712202424e-315,1.987247688341185036e-315,-4.282319741193778472e-315,4.120048593203482370e-315,-3.989415492198153833e-315,-8.230373934971557341e-316,-4.190642081005744490e-316,-2.142610192889271528e-315,-3.209320950660275477e-315,3.444977655171268210e-316,5.354607235298276741e-316
8.098932623255404861e-01,-6.527763813506498591e-01,-3.417303678626110175e-01,-9.627344791801538404e-02,9.917062460262437984e-01,2.983169740237391898e-01,1.832307672762891748e-01,5.189685644527277653e-01,7.973337165699216911e-01,1.158795720528925211e+00,-1.342572597372865099e-02,5.363531246943920028e-01,-2.095413192879490349e+00,-2.840121535083704463e-01,1.375200230447501393e-01
-4.035961327761041418e-315,1.521930630546363320e-315,-1.506310552467490432e-316,-1.420325383253114916e-315,2.288144200138073517e-315,-1.394998091109698636e-315,-8.032093385500271161e-316,2.114482665122294981e-315,-1.905891973516219501e-315,-5.452043848170647753e-316,-1.549862137768352352e-315,2.927499186979645007e-315,-3.826245930296803550e-315,5.519198337697810834e-316,-2.109737984742961904e-315
-4.393936543975267006e-01,4.460649839497178859e-01,9.891264986239763080e-02,1.978377251665086323e-01,9.003157595655567613e-01,-1.076308398040593861e+00,-5.723139267027943511e-01,-6.399064396484283046e-01,-5.152630953088839227e-01,-1.313239745750641507e+00,6.128555430237171420e-01,-1.525476106498230067e+00,1.783364717767117913e+00,-1.510075965304368495e+00,1.614389368022141502e+00
8.697484693152949245e-317,3.843300394580652120e-316,1.324663963068220878e-315,1.373291988888941813e-315,3.705425200288079256e-315,2.578080784544075208e-315,8.530064570865328175e-316,1.248315860477992214e-315,2.942482063654419981e-315,-1.078967898980955058e-315,-1.225642456773181565e-315,-4.088331658756843334e-316,3.596391893398491880e-315,3.858396175136814735e-316,4.128204159522666119e-315
-6.689609242758313978e-02,-5.910589695180908931e-01,1.103652978354783487e+00,9.492862025282317040e-01,-2.686855817771718891e-01,7.608745214015795177e-01,-7.541884795660330765e-01,-1.153561604759635095e+00,9.352122998402564447e-01,1.239562354581073694e-01,8.975553369282572858e-01,3.701494744108899115e-01,-1.427088462776993749e+00,-1.179400842201139277e-01,-7.870635475526979175e-01
6.723689527400761312e-01,-2.213537694873156381e-01,-7.828826241341664272e-01,1.686048095088354126e-01,1.236065944923204540e+00,7.980904597115252852e-02,-1.639449411277875968e-01,7.662408271420599881e-01,8.651103222716928498e-02,5.737314065122586237e-01,4.747178758353833294e-01,2.567317021432674040e-01,-3.847560276276088320e+00,-1.386130675357573061e-01,7.146307074753985855e-01
-4.612224828230369056e-01,1.553419997627616955e-02,6.997208628763822436e-01,4.780868650308822132e-01,1.090561225610640950e+00,-6.051240538869840924e-01,8.205294676480806570e-01,1.428360956791607794e+00,-4.369933383493506129e-01,-3.056601067794866289e-01,-8.608685284342707522e-01,6.280328142423072801e-01,3.341390269959191861e-01,6.008431407831145155e-01,-8.328034162470110413e-01
-7.477365551994501480e-01,8.067537822160817385e-01,5.611437435485262526e-01,4.645392386809770735e-01,3.875117212488458640e-01,-1.249419967099533846e+00,2.441751565273679314e-01,8.367249069120510363e-01,-1.490241223010134064e+00,-4.665801129282983739e-01,-1.568537877674986980e+00,4.579969244205318035e-01,2.798520149638601962e-01,8.981220978048128911e-01,-1.680308687499117160e-01
-1.126198232852216940e-315,8.668318565288567522e-316,-4.214743952009093643e-315,-4.266168468435779368e-315,1.121965923250903528e-315,-2.092155873171324259e-315,-4.837083451405616980e-316,2.418803308758999138e-316,1.155668705154436871e-316,-4.318431765050066236e-316,3.079540962686933937e-316,2.916576131707907350e-315,1.695147462014976608e-315,2.132995843403520456e-315,2.064800006773961321e-315
-7.814245995441375658e-01,2.540155972324740663e+00,9.298392628479194011e-01,1.399880303748405108e+00,3.350635014213342311e-01,9.355056129036014578e-01,2.245232909214716965e+00,1.061356141780486428e+00,1.700828285959408381e+00,-1.614467715349347632e+00,3.467073736818345964e+00,-1.351620837072985637e+00,-4.381928719738408251e-01,2.190894800970303868e-01,-1.804923191491205059e-01
