3.358609023225008205e-01,3.383575927858126775e-01,-2.923892310056888100e-01,-1.193128656669155824e-01,1.394454715598394089e-02,2.470319262150825201e-01,3.985910267918270633e-01,2.134312401645701573e-01,4.848550912671850648e-316,-1.823674341409458078e-315,1.426909938519080878e-01,-3.172544176299477691e-316,5.115597679646967100e-01,-3.149594772702930747e-315,-1.046717366069032540e+00,1.028891462378878741e+00,3.409272059832470503e-01,2.015721343488247885e-01,-2.875239334002909653e-316,-1.428981297024813468e+00
3.163962813243225147e-01,1.105589525946452989e+00,-6.214577259017958211e-01,-5.558535145670779887e-01,-1.600515274462660953e+00,-3.298224435009084465e-01,9.026256215647943115e-02,-9.184144011876843594e-02,4.884155259373754239e-316,6.574758374747473480e-316,-5.204596133936987279e-01,-2.429110402508753597e-315,8.490786538269878836e-01,1.949159308029059577e-315,1.125768619753679950e-01,-6.297026663041145333e-01,1.472111821142056076e+00,1.278244862548305827e+00,-4.182466505027904171e-315,-3.592893096817629806e-01
2.504945870178389433e-01,1.415858441858852956e-01,1.215420815958550671e+00,1.231812850186909808e-01,-4.420956825052930750e-01,2.494505145292514811e-02,6.522946799351946323e-01,3.724453121717162252e-01,7.337803684156692725e-316,-7.546228043622439290e-316,-1.299535605962222062e-01,-4.368367177501499361e-315,4.046148492167866983e-01,-3.093963969112498068e-315,-5.978155769194256619e-01,-5.029129709111692659e-01,8.510587688351035629e-01,1.953265025728704751e+00,8.210763036697745326e-316,9.059126087461942811e-01
1.208127874685930747e+00,3.769533856503447938e-02,-1.753333348029459948e+00,-2.096292102333513763e-01,4.430870346334077059e-01,-1.961002690439559576e-02,7.804136186682824050e-01,-5.884912761204799114e-01,-1.179495855896072457e-315,-2.429120338168891464e-316,2.177548375680198045e-01,2.517468890162774417e-315,4.639587132258918278e-01,-5.948597608604350815e-316,7.444466408295539184e-01,-1.873430330647192221e-01,4.052179908027186417e-01,-2.840788282675754117e-01,-3.798570605993496121e-315,-2.386260108330251761e-01
-5.134853701591958197e-01,5.606535830981298485e-01,-4.484918007032263620e-01,8.454002238397576585e-01,1.729774495389995170e+00,4.254909105341483921e-01,-3.502989946912736241e-01,1.407870695117504845e+00,2.252432744944808002e-315,-2.535514830562727825e-315,7.034911103679620803e-01,-2.923522773738938611e-315,9.250580748953469712e-01,-4.354734537770900388e-315,-7.810522137712182511e-01,1.073710538893227540e+00,-1.413505290933332104e+00,-9.678007849463250434e-01,2.905383751371308712e-315,-8.006787330664136837e-01
-2.031552353314701187e-01,7.058316788998681979e-01,1.195517239249136443e-01,1.642728291513795513e+00,2.434945849378940874e+00,1.488559992493829753e-01,-7.605318803030474140e-01,8.019979898325911849e-01,4.512503137073577292e-315,-6.464546805283714524e-316,2.504025239592153174e+00,-2.295292875493002181e-316,-2.943925101507480213e-01,1.870732404471328034e-315,-5.888083745474917974e-01,1.170356291394129444e+00,-2.431974721695522756e+00,-1.930935871008447879e+00,1.251589756836220484e-315,3.694771155119868644e-01
1.740014268931261154e-01,9.035967760395807735e-01,1.896187339631101587e-01,-1.836337553095918618e-01,1.051314162235285343e-01,2.569413212727950091e-01,-8.463911147665541534e-01,-6.654289192005063969e-01,1.248776621158647302e-315,3.178895592743681710e-315,5.505598370700166555e-01,-2.753903100839971061e-315,9.185584017906590626e-01,1.435643098097389419e-315,1.159329612592233105e-01,5.393386224559717501e-01,9.009811753964503955e-01,4.726242958914105285e-01,-4.595552034629466613e-315,3.519773560613767560e-01
5.125109890728614115e-01,6.156883450723628082e-01,4.191134299249480444e-01,-2.077974727093679252e+00,-3.953030582032411644e+00,-1.498706230532932393e+00,6.927171099256770326e-01,-1.689087763025117483e-01,3.234257081150566325e-315,-3.100370271309298592e-315,-1.522963586259805657e+00,-2.702008663755556351e-315,5.381736282473249533e-01,2.226099130012629355e-315,6.252173212744378539e-01,-5.703914897495713232e-01,2.447635743996400937e+00,2.186028381044883950e+00,4.637479497695380436e-316,8.085559028725013420e-01
9.423356336783091924e-01,3.994661285592185362e-02,-1.944239970503265161e-315,2.543923464527913403e+00,1.104890499685188709e+00,-1.096819651155631181e+00,-1.168914711296980657e+00,-1.856988066756374955e+00,-2.338244339016486572e-315,-1.538485011464804296e-315,2.297677327268539127e-01,3.822461436856224185e-315,-9.210384479531183921e-04,8.573482417536517327e-316,1.441901530143713028e+00,-3.659664030463142398e-02,-2.587694546191592337e+00,-2.104594241726610360e+00,-1.594169816430327423e-315,1.818034197682256270e+00
-1.109508815867688236e+00,2.735381011656498051e-01,5.529068501973932737e-01,8.780515319331528845e-01,-6.351908149477049348e-02,4.313694471868761426e-01,1.016648203044712817e+00,6.172551974545203990e-01,-1.089317067361109357e-315,-1.053808149438700003e-315,-8.588319774628191960e-02,-4.265559245969205444e-315,2.495265012071200550e-01,4.048293334738306851e-315,-1.155784021962960706e+00,-2.250544822547033696e-01,-3.262663141971466896e-01,-4.131591541911033838e-01,-2.222613378305464358e-315,-1.985142893367166927e-01
